,A,B,C,D,E,F,G
13162,15,07,36,37,35,04,12
13161,04,09,40,13,10,39,33
13160,41,17,21,28,03,31,25
13159,31,28,43,12,20,40,37
13158,21,45,44,36,28,16,11
13157,10,08,26,36,06,09,01
13156,42,22,43,15,04,17,36
13155,46,45,10,35,23,29,26
13154,09,15,37,21,46,24,40
13153,34,49,43,19,15,12,26
13152,11,41,38,07,01,21,18
13151,13,49,20,17,34,16,04
13150,30,15,35,33,26,24,39
13149,41,08,15,36,42,18,19
13148,12,42,38,06,16,29,01
13147,39,23,21,33,25,32,31
13146,45,41,11,47,21,36,31
13145,34,21,44,32,31,13,05
13144,42,45,21,32,07,48,16
13143,08,04,42,41,36,47,09
13142,39,24,02,12,37,36,05
13141,42,34,10,37,20,46,32
13140,13,23,29,25,45,19,05
13139,46,29,13,07,44,01,18
13138,34,49,13,08,30,06,17
13137,22,45,23,37,29,04,09
13136,03,32,24,25,27,02,01
13135,17,09,18,11,30,27,19
13134,48,12,43,47,19,41,06
13133,01,08,48,25,43,41,39
13132,22,47,05,31,44,33,43
13131,41,13,07,33,22,40,28
13130,19,20,38,23,40,31,41
13129,04,45,10,41,22,31,46
13128,45,23,01,42,13,46,33
13127,23,17,43,03,31,11,47
13126,44,10,20,27,42,31,05
13125,22,25,21,45,38,01,11
13124,35,34,25,43,21,08,49
13123,27,37,04,06,36,40,12
13122,12,11,17,44,15,04,20
13121,37,40,34,26,11,19,48
13120,37,49,29,13,47,06,26
13119,42,27,45,24,29,34,37
13118,08,37,11,38,05,02,14
13117,21,09,23,25,48,33,30
13116,17,39,19,47,44,25,38
13115,05,27,38,26,19,44,06
13114,49,36,18,33,19,21,12
13113,36,48,38,17,06,14,42
13112,13,40,49,29,45,31,48
13111,43,02,45,17,13,49,34
13110,26,01,35,22,03,38,31
13109,10,43,05,48,15,35,49
13108,44,45,49,10,29,21,46
13107,20,33,01,25,37,32,38
13106,03,33,49,40,34,27,01
13105,25,17,45,19,01,32,28
13104,18,30,44,12,14,29,35
13103,13,03,47,15,30,46,25
13102,30,34,38,33,15,17,39
13101,12,24,26,29,39,33,10
13100,25,23,40,22,04,16,34
13099,24,36,33,09,01,19,12
13098,17,33,35,10,45,41,09
13097,24,41,15,43,26,37,08
13096,08,02,26,07,09,03,31
13095,13,43,16,17,39,07,33
13094,34,12,04,09,27,17,05
13093,37,10,06,26,27,03,16
13092,34,49,23,11,07,31,25
13091,21,13,15,34,03,20,41
13090,07,26,10,12,21,49,35
13089,02,44,48,30,24,16,15
13088,10,17,03,19,08,02,09
13087,16,20,05,37,21,25,32
13086,13,17,49,34,15,07,28
13085,02,45,48,10,04,43,13
13084,39,16,17,48,11,45,25
13083,27,02,24,21,43,48,01
13082,34,42,49,13,21,05,07
13081,01,37,31,23,46,24,16
13080,48,38,36,04,02,23,22
13079,22,27,42,13,01,11,45
13078,42,08,22,02,11,28,45
13077,39,27,41,06,01,03,46
13076,06,29,20,41,14,24,33
13075,11,40,42,10,01,32,07
13074,46,49,21,45,19,17,41
13073,13,36,31,39,25,38,04
13072,39,35,22,41,42,20,37
13071,17,37,34,05,49,40,14
13070,17,13,20,05,22,42,32
13069,23,29,49,08,14,02,07
13068,26,17,16,48,34,13,32
13067,21,40,34,09,29,32,37
13066,20,23,33,43,37,18,45
13065,43,03,25,31,28,29,27
13064,19,10,47,28,12,13,08
13063,10,07,09,04,15,01,25
13062,12,02,27,06,18,22,16
13061,34,38,14,05,25,32,48
13060,39,13,08,15,11,05,14
13059,15,06,22,31,02,46,23
13058,18,02,20,15,05,28,14
13057,33,03,48,25,38,07,01
13056,17,29,37,35,25,47,48
13055,09,10,46,33,42,35,30
13054,24,42,11,09,38,05,08
13053,14,01,47,26,10,44,45
13052,15,35,46,17,08,20,28
13051,06,33,42,37,13,39,27
13050,04,13,26,35,47,30,22
13049,20,39,05,32,48,33,24
13048,16,46,31,35,47,26,17
13047,31,44,06,26,21,28,15
13046,17,06,24,30,31,20,49
13045,35,36,48,03,39,24,22
13044,04,14,27,48,45,10,38
13043,03,48,20,31,23,10,45
13042,26,34,21,38,48,43,49
13041,33,45,27,48,44,08,14
13040,35,44,07,01,37,11,10
13039,42,29,11,03,28,40,21
13038,46,49,16,48,14,05,28
13037,10,06,34,05,03,02,44
13036,08,22,48,34,11,40,47
13035,28,03,23,06,08,16,43
13034,30,25,45,05,12,09,19
13033,16,14,32,07,13,12,02
13032,34,17,38,21,40,25,11
13031,49,48,05,12,30,25,39
13030,09,40,02,13,07,22,03
13029,31,19,18,36,23,08,12
13028,06,18,15,22,45,13,20
13027,34,33,14,47,49,46,32
13026,24,21,25,45,39,20,06
13025,09,28,04,23,41,06,44
13024,19,01,09,08,38,07,35
13023,21,02,32,43,29,27,22
13022,38,31,22,11,25,04,46
13021,32,12,49,13,30,37,08
13020,12,21,01,20,06,29,26
13019,42,39,31,19,48,06,44
13018,23,25,12,05,28,11,37
13017,28,16,45,04,17,39,29
13016,10,23,27,02,26,09,20
13015,33,17,35,24,26,21,15
13014,21,37,46,14,38,28,26
13013,35,34,20,48,18,36,27
13012,37,12,15,34,06,32,26
13011,28,11,37,14,17,46,09
13010,29,44,04,26,42,34,10
13009,34,13,43,22,23,40,42
13008,32,40,33,42,37,47,11
13007,41,20,09,07,42,18,38
13006,29,20,06,30,18,34,16
13005,16,07,45,18,35,10,37
13004,13,44,35,37,34,33,32
13003,43,11,45,32,29,24,27
13002,14,30,31,02,33,44,15
13001,07,44,48,04,27,42,14
13000,25,37,03,09,05,19,07
12999,43,48,04,22,37,29,14
12998,25,48,45,26,34,04,12
12997,03,37,20,21,47,23,18
12996,47,37,20,46,03,06,33
12995,04,30,37,31,09,27,38
12994,47,48,16,25,04,29,19
12993,26,47,19,46,06,29,05
12992,35,42,03,33,25,10,38
12991,46,33,38,26,23,37,03
12990,21,06,20,37,34,28,48
12989,22,18,49,07,47,42,21
12988,35,01,13,08,34,27,24
12987,32,04,33,38,46,20,02
12986,05,32,29,44,17,48,41
12985,13,30,12,06,49,16,31
12984,05,13,09,39,17,42,11
12983,32,34,31,38,13,47,41
12982,34,28,22,11,26,02,20
12981,39,11,29,20,41,06,08
12980,35,31,13,38,40,01,37
12979,03,12,21,07,30,41,34
12978,44,09,27,34,01,46,43
12977,33,40,23,09,16,18,38
12976,32,43,44,13,23,30,38
12975,01,30,38,42,47,33,48
12974,28,41,29,16,27,33,15
12973,21,26,39,35,12,15,08
12972,49,15,47,42,43,26,46
12971,16,46,31,04,10,33,49
12970,44,32,49,17,01,39,34
12969,19,25,02,39,49,24,03
12968,02,30,43,49,01,14,06
12967,34,29,27,03,37,21,20
12966,47,24,48,19,36,20,38
12965,13,44,45,36,40,09,22
12964,44,10,33,16,09,19,06
12963,18,33,06,49,15,24,10
12962,01,19,02,06,14,23,11
12961,49,03,47,48,07,21,08
12960,09,03,02,17,33,05,08
12959,17,24,07,06,20,38,21
12958,29,38,49,43,20,22,06
12957,26,36,03,23,44,15,21
12956,44,02,48,18,36,46,40
12955,11,31,09,07,46,21,49
12954,02,03,42,44,37,21,07
12953,23,49,38,16,04,11,29
12952,06,43,45,23,21,22,14
12951,20,43,36,05,17,47,21
12950,08,18,01,29,24,32,49
12949,36,40,28,25,09,10,38
12948,25,30,17,42,23,28,20
12947,34,23,18,45,21,41,16
12946,44,42,20,40,01,34,22
12945,43,07,27,37,09,35,17
12944,34,25,46,48,07,29,32
12943,30,10,49,04,16,33,46
12942,10,17,09,22,25,33,26
12941,02,11,06,27,21,40,34
12940,29,46,47,48,36,37,49
12939,06,12,33,08,25,11,20
12938,18,44,29,06,22,15,49
12937,35,09,05,48,21,27,40
12936,40,03,43,15,36,29,33
12935,22,36,41,08,03,49,21
12934,29,19,27,32,12,49,45
12933,10,31,16,30,36,34,46
12932,14,34,31,35,03,15,44
12931,47,11,32,09,42,08,45
12930,32,42,14,16,27,44,48
12929,15,07,35,22,21,48,13
12928,21,36,05,30,37,20,45
12927,38,19,39,45,15,34,37
12926,27,45,12,31,13,03,01
12925,02,48,15,45,27,03,40
12924,29,39,36,35,31,37,44
12923,32,18,31,06,28,30,34
12922,18,07,22,42,26,08,19
12921,04,09,33,35,25,22,26
12920,43,24,14,17,21,31,34
12919,22,15,01,39,04,27,36
12918,09,19,02,22,29,21,26
12917,47,39,46,40,43,13,45
12916,13,29,18,24,05,08,07
12915,21,48,10,35,28,03,06
12914,32,20,38,47,36,21,16
12913,14,45,05,47,24,26,49
12912,46,27,36,47,25,20,26
12911,36,43,30,44,17,21,15
12910,09,22,14,39,13,25,23
12909,03,25,24,12,02,04,30
12908,14,18,42,48,41,33,07
12907,39,11,13,21,16,42,37
12906,31,28,27,18,38,03,48
12905,28,32,31,06,41,15,45
12904,01,19,05,07,24,43,33
12903,03,34,40,46,19,35,11
12902,02,32,41,37,05,39,07
12901,33,06,45,44,05,42,34
12900,01,42,44,29,11,47,15
12899,44,03,07,42,36,16,14
12898,31,42,24,40,46,38,05
12897,39,43,35,41,28,18,04
12896,18,45,29,20,08,12,43
12895,35,33,15,13,26,03,20
12894,44,46,20,33,04,26,01
12893,23,18,12,02,24,39,49
12892,45,02,32,12,10,44,41
12891,48,02,25,04,14,27,39
12890,07,39,25,19,08,35,14
12889,27,09,26,33,42,28,21
12888,35,23,09,03,24,48,30
12887,24,30,32,12,13,47,22
12886,18,47,35,06,03,41,36
12885,22,44,41,48,15,33,39
12884,42,27,32,11,30,25,08
12883,23,29,35,09,43,14,17
12882,30,43,45,02,04,18,14
12881,17,19,43,18,14,02,15
12880,46,06,07,41,13,36,34
12879,40,22,03,39,38,20,12
12878,27,07,10,23,16,02,32
12877,35,46,03,08,45,38,07
12876,09,15,19,48,32,42,20
12875,45,06,10,43,14,03,05
12874,47,38,13,12,26,21,30
12873,02,47,48,32,33,09,15
12872,20,16,09,05,14,29,28
12871,09,18,02,45,26,47,46
12870,49,15,30,20,48,46,36
12869,42,10,38,41,44,47,19
12868,09,25,35,11,42,29,30
12867,43,36,25,06,11,35,18
12866,47,09,08,43,15,46,19
12865,41,32,06,44,31,46,01
12864,09,27,41,33,47,48,42
12863,29,36,13,12,49,41,27
12862,43,01,40,42,36,18,03
12861,32,47,18,20,16,45,14
12860,43,05,04,01,19,02,18
12859,34,44,24,04,13,41,40
12858,35,09,25,21,26,34,30
12857,02,35,45,19,41,37,42
12856,13,08,06,38,02,35,28
12855,49,10,31,34,19,37,05
12854,46,07,23,40,35,10,37
12853,11,38,37,19,35,34,07
12852,44,32,40,45,37,43,24
12851,12,30,16,32,46,03,07
12850,13,23,03,48,21,18,06
12849,29,37,47,39,22,28,05
12848,11,28,48,14,06,31,25
12847,07,21,18,47,29,44,01
12846,45,15,49,03,04,21,22
12845,16,37,32,18,39,03,29
12844,28,09,42,45,10,29,20
12843,48,16,45,44,26,21,46
12842,48,47,33,24,05,04,06
12841,32,24,10,01,41,04,49
12840,03,44,23,30,19,40,22
12839,42,23,17,39,26,44,47
12838,12,46,08,29,11,43,41
12837,20,41,14,03,32,05,23
12836,14,43,41,26,06,19,21
12835,28,13,36,27,40,47,32
12834,20,42,25,45,03,43,26
12833,47,34,14,05,30,48,49
12832,29,38,48,31,32,15,19
12831,34,07,20,04,40,45,06
12830,06,30,26,38,02,19,07
12829,32,06,09,48,36,49,42
12828,15,44,34,31,43,32,19
12827,26,05,37,40,06,16,04
12826,44,08,38,06,40,20,42
12825,13,12,18,42,02,14,26
12824,42,10,11,13,09,28,18
12823,21,12,39,47,16,04,11
12822,06,34,49,35,28,02,41
12821,12,05,24,44,33,13,32
12820,39,27,35,17,32,37,29
12819,11,19,01,43,10,08,14
12818,01,31,02,38,42,13,35
12817,47,14,44,16,21,26,36
12816,27,09,39,01,03,07,28
12815,02,29,44,20,26,22,09
12814,12,01,19,05,06,23,42
12813,02,35,31,25,15,44,19
12812,38,27,25,40,13,11,35
12811,10,06,20,08,05,19,37
12810,02,10,48,04,20,43,34
12809,26,33,45,20,21,14,04
12808,13,03,30,29,35,07,06
12807,22,03,32,05,34,14,38
12806,29,42,40,04,20,23,43
12805,26,02,05,13,27,01,24
12804,05,42,49,10,29,18,40
12803,03,47,15,24,22,25,39
12802,17,41,01,29,48,04,08
12801,30,07,19,31,34,24,43
12800,19,08,37,23,45,30,18
12799,42,17,23,24,15,02,20
12798,31,08,47,05,48,16,17
12797,30,11,16,49,13,26,29
12796,37,04,49,30,15,24,20
12795,38,40,47,08,12,41,28
12794,21,43,38,09,23,14,31
12793,26,21,15,28,42,19,39
12792,26,07,48,33,27,17,35
12791,16,07,12,14,05,18,09
12790,03,18,15,14,31,48,20
12789,25,39,40,48,18,06,23
12788,42,10,41,28,32,29,01
12787,43,26,27,48,16,18,08
12786,18,03,44,35,09,37,12
12785,11,10,20,41,36,03,29
12784,27,01,28,08,22,40,03
12783,46,04,43,21,39,07,31
12782,48,29,19,06,21,42,11
12781,36,30,41,23,26,31,20
12780,01,20,15,33,06,18,19
12779,19,05,34,18,44,23,29
12778,47,10,23,13,34,21,45
12777,08,05,48,27,37,19,39
12776,12,05,47,11,06,10,22
12775,38,14,40,18,28,32,26
12774,19,34,17,44,24,35,30
12773,23,06,40,44,37,04,16
12772,14,01,44,15,33,17,41
12771,32,16,22,25,39,27,01
12770,33,36,48,21,34,05,42
12769,02,17,03,13,08,21,46
12768,46,48,22,14,12,45,08
12767,06,03,32,23,11,25,09
12766,38,47,07,13,16,43,31
12765,49,06,44,33,02,11,01
12764,45,31,48,43,28,39,42
12763,19,06,45,47,07,10,28
12762,46,02,01,04,15,21,28
12761,06,09,02,19,29,21,15
12760,02,47,05,14,21,46,30
12759,41,21,25,12,47,13,34
12758,04,05,33,11,17,42,49
12757,34,19,29,05,35,24,44
12756,13,48,26,37,20,14,41
12755,37,43,17,39,15,40,44
12754,06,42,32,47,20,17,02
12753,04,30,11,15,39,23,09
12752,45,30,25,28,11,13,17
12751,46,01,45,41,19,06,05
12750,23,31,37,32,09,03,07
12749,42,15,34,01,47,12,28
12748,03,20,27,48,49,44,25
12747,16,23,15,13,41,22,43
12746,22,43,37,31,41,01,32
12745,22,34,21,14,08,11,26
12744,13,26,33,40,46,34,25
12743,18,24,13,05,17,27,11
12742,42,04,14,43,38,41,17
12741,04,18,20,27,11,23,25
12740,44,32,08,05,31,17,40
12739,37,16,03,13,27,39,02
12738,07,46,23,43,10,25,18
12737,48,38,01,08,09,33,40
12736,16,06,48,33,22,01,24
12735,33,15,07,18,43,09,42
12734,07,30,13,31,45,48,25
12733,41,46,37,09,02,43,33
12732,48,07,03,12,08,38,32
12731,15,49,35,46,12,10,22
12730,38,46,06,42,48,25,28
12729,10,49,14,28,12,44,48
12728,45,48,35,39,32,06,31
12727,12,07,40,39,37,42,03
12726,49,35,07,33,26,17,14
12725,28,13,47,19,40,11,17
12724,12,49,16,13,17,40,08
12723,26,11,46,15,38,09,16
12722,25,26,47,19,31,32,46
12721,47,01,36,03,32,06,27
12720,05,49,46,14,39,16,25
12719,05,32,29,41,30,31,39
12718,27,46,15,32,23,10,28
12717,29,07,32,40,09,38,31
12716,22,45,46,21,06,04,11
12715,06,41,19,02,23,21,22
12714,48,10,21,13,36,20,17
12713,27,01,42,09,14,41,22
12712,02,40,01,31,47,42,30
12711,36,24,48,25,10,45,49
12710,36,29,31,18,04,07,42
12709,20,21,27,40,44,41,43
12708,32,46,05,22,35,25,16
12707,02,33,29,47,08,18,49
12706,35,06,09,08,42,12,14
12705,47,09,40,44,27,25,14
12704,29,34,47,39,07,33,20
12703,49,27,25,26,07,28,02
12702,14,31,20,26,03,46,13
12701,28,34,10,09,19,16,31
12700,12,15,10,13,41,23,30
12699,34,44,41,38,12,19,10
12698,03,08,31,41,13,39,23
12697,12,42,14,18,07,45,27
12696,34,33,09,42,29,07,25
12695,38,20,03,11,43,14,28
12694,47,01,38,27,36,15,04
12693,01,17,35,20,19,08,38
12692,11,02,13,37,06,47,26
12691,20,32,16,46,34,44,02
12690,37,25,28,46,47,23,11
12689,17,03,36,44,11,18,32
12688,07,40,28,46,10,30,20
12687,29,31,20,28,03,23,27
12686,07,11,08,04,26,46,17
12685,34,15,08,28,49,19,11
12684,08,29,36,12,11,13,38
12683,24,06,38,44,05,13,34
12682,22,11,43,14,31,07,29
12681,18,01,32,43,06,13,05
12680,11,17,38,18,05,08,31
12679,03,07,17,46,36,30,14
12678,48,42,02,24,07,22,15
12677,40,33,48,23,45,17,12
12676,08,35,46,07,30,17,18
12675,37,18,26,48,31,34,23
12674,12,42,01,43,38,37,31
12673,27,04,05,38,26,07,01
12672,22,27,02,44,15,46,28
12671,49,33,11,43,39,41,40
12670,10,27,44,19,09,46,38
12669,36,15,30,39,28,44,09
12668,05,31,01,24,07,43,23
12667,24,06,13,05,17,36,12
12666,12,05,24,29,19,45,10
12665,25,20,01,06,34,41,21
12664,48,37,33,14,23,04,24
12663,31,19,35,10,30,05,34
12662,28,24,33,38,30,45,06
12661,37,36,45,10,38,23,07
12660,07,37,20,38,49,27,15
12659,49,27,39,09,44,06,16
12658,16,32,38,31,35,29,21
12657,04,34,11,18,38,06,20
12656,06,02,48,11,23,42,37
12655,42,38,48,44,32,49,39
12654,11,32,13,31,27,23,07
12653,43,13,02,40,24,35,15
12652,46,07,03,49,24,18,23
12651,03,04,07,27,46,37,02
12650,14,42,12,15,16,01,37
12649,14,48,37,04,39,42,43
12648,20,14,05,32,08,25,29
12647,23,41,01,13,31,32,39
12646,41,27,49,19,47,17,33
12645,21,16,06,44,01,43,38
12644,41,38,32,15,10,44,21
12643,22,37,20,34,49,05,40
12642,41,07,45,29,17,49,01
12641,05,16,11,37,48,09,03
12640,27,32,47,08,10,36,11
12639,45,31,04,37,22,28,18
12638,05,24,16,44,30,25,10
12637,09,30,25,29,07,10,40
12636,03,24,06,34,29,22,04
12635,26,32,15,14,04,22,49
12634,28,15,39,27,09,18,01
12633,38,27,15,28,26,24,30
12632,12,43,37,16,19,39,17
12631,27,17,26,37,20,10,22
12630,39,17,13,06,28,08,26
12629,02,22,46,29,44,05,31
12628,39,23,01,38,42,41,34
12627,17,15,10,04,16,06,32
12626,43,03,44,26,14,45,23
12625,43,31,05,34,12,37,29
12624,06,40,39,26,01,43,19
12623,18,46,03,37,47,25,24
12622,06,22,43,37,41,34,15
12621,23,09,11,34,32,13,14
12620,03,13,39,32,36,25,43
12619,31,44,01,32,18,34,40
12618,22,40,15,29,26,21,24
12617,49,48,15,05,07,32,41
12616,36,35,19,48,01,02,32
12615,48,16,01,24,35,38,27
12614,29,40,03,43,07,39,36
12613,27,03,42,41,05,28,45
12612,31,01,11,17,26,05,40
12611,48,19,02,05,06,22,36
12610,21,23,38,09,45,43,20
12609,20,03,13,48,27,05,28
12608,42,35,09,34,12,19,46
12607,13,12,21,30,09,40,39
12606,40,13,27,30,16,34,02
12605,33,06,08,05,46,41,35
12604,36,48,31,22,09,46,06
12603,21,20,19,23,10,33,11
12602,46,21,09,15,11,05,42
12601,34,23,04,45,08,20,40
12600,26,45,39,17,36,37,40
12599,24,20,17,44,16,49,05
12598,09,06,19,04,43,27,29
12597,30,45,49,24,36,34,28
12596,42,18,33,27,16,31,06
12595,30,06,44,33,20,49,36
12594,30,44,46,02,27,07,45
12593,11,07,26,06,49,40,10
12592,34,35,06,03,24,36,13
12591,04,33,39,15,41,24,21
12590,02,16,38,43,15,18,32
12589,23,19,10,29,28,36,09
12588,46,19,33,07,38,26,25
12587,01,15,09,13,20,35,10
12586,43,03,15,32,48,36,01
12585,23,40,18,21,25,17,46
12584,19,02,05,16,25,28,42
12583,03,30,02,11,23,13,32
12582,04,26,40,46,20,16,45
12581,29,47,04,26,08,09,19
12580,32,25,02,45,28,06,43
12579,01,45,17,13,46,49,27
12578,09,42,26,37,30,15,38
12577,13,40,30,39,05,07,42
12576,03,06,29,23,31,49,07
12575,17,43,46,24,04,36,47
12574,22,07,21,34,06,18,09
12573,15,30,38,47,17,43,10
12572,46,31,47,21,20,49,05
12571,23,27,44,01,18,07,20
12570,31,22,45,11,27,29,41
12569,23,43,35,37,11,21,40
12568,12,25,39,32,21,13,19
12567,34,16,39,43,10,46,47
12566,20,14,01,39,34,48,41
12565,38,48,02,15,22,25,24
12564,49,08,31,20,19,27,32
12563,35,13,49,09,15,10,29
12562,46,13,48,08,26,25,42
12561,14,35,07,18,31,05,08
12560,33,03,04,28,43,49,23
12559,26,24,14,46,05,36,29
12558,22,45,34,21,49,23,09
12557,11,29,40,25,23,03,44
12556,26,09,40,10,42,21,17
12555,03,18,16,44,43,39,04
12554,06,01,25,05,37,14,03
12553,28,09,08,17,23,12,35
12552,40,13,32,16,19,46,20
12551,17,11,18,20,43,27,09
12550,07,02,13,21,24,01,15
12549,09,15,36,03,41,39,16
12548,43,17,07,05,38,32,21
12547,07,10,02,26,19,18,11
12546,44,27,39,20,30,25,18
12545,06,16,22,01,43,20,38
12544,19,17,30,12,34,01,31
12543,20,16,28,29,46,17,04
12542,35,38,36,44,03,48,28
12541,12,20,16,14,23,31,19
12540,18,44,46,48,05,49,06
12539,46,41,23,24,49,27,29
12538,25,32,10,05,19,43,27
12537,41,09,16,48,06,21,40
12536,11,08,28,22,32,33,46
12535,48,09,30,14,46,04,17
12534,27,24,46,39,35,03,47
12533,23,19,37,11,43,33,16
12532,42,18,34,30,46,07,49
12531,13,10,19,01,39,27,46
12530,09,31,29,05,02,23,04
12529,45,28,46,38,36,23,10
12528,13,25,41,18,14,02,37
12527,37,33,36,13,48,05,23
12526,27,39,18,08,42,47,40
12525,26,13,14,40,21,39,47
12524,36,11,43,35,26,41,32
12523,17,04,34,09,29,23,28
12522,19,21,47,26,10,29,14
12521,21,42,26,45,40,36,11
12520,44,39,20,40,48,09,24
12519,20,31,30,09,25,23,15
12518,26,14,17,45,23,09,29
12517,44,46,43,45,32,01,07
12516,42,11,21,09,45,08,10
12515,48,49,28,24,17,20,07
12514,42,26,36,02,24,29,08
12513,04,20,18,36,01,07,39
12512,46,33,45,37,10,21,17
12511,43,01,07,42,28,21,16
12510,30,16,14,23,03,04,11
12509,36,18,05,48,04,33,06
12508,21,02,01,47,17,06,14
12507,28,03,07,47,31,42,26
12506,31,30,12,39,22,07,41
12505,02,08,07,24,15,42,36
12504,15,36,13,39,20,49,33
12503,06,39,05,19,12,36,43
12502,01,03,37,47,38,04,41
12501,44,36,32,26,43,09,35
12500,48,05,42,18,33,06,17
12499,31,44,27,25,17,29,33
12498,17,45,33,14,06,32,38
12497,33,38,05,39,10,02,37
12496,39,01,29,22,13,06,44
12495,08,49,42,34,26,40,35
12494,20,28,38,41,49,11,40
12493,35,29,21,12,06,48,01
12492,06,22,46,13,28,23,01
12491,30,45,16,34,38,42,02
12490,08,20,47,48,40,37,35
12489,19,07,34,37,40,28,23
12488,48,28,05,26,06,23,27
12487,01,18,36,25,41,06,11
12486,33,35,14,36,47,21,24
12485,01,24,41,26,21,23,03
12484,23,29,27,30,26,13,05
12483,49,46,21,39,35,07,24
12482,47,19,46,15,34,38,17
12481,10,27,02,12,39,01,11
12480,12,17,37,10,42,09,41
12479,14,23,21,39,43,13,29
12478,39,37,12,10,04,01,18
12477,46,17,19,40,37,42,38
12476,26,18,09,08,04,02,15
12475,24,15,44,34,20,28,23
12474,37,20,02,14,48,44,29
12473,13,27,38,32,10,05,17
12472,17,23,37,32,05,04,40
12471,38,44,15,27,47,37,08
12470,26,48,36,28,49,43,41
12469,25,34,38,22,06,46,31
12468,45,14,25,06,07,20,32
12467,05,12,03,42,08,22,09
12466,28,29,06,27,42,07,10
12465,36,11,28,45,21,01,20
12464,32,22,33,29,10,17,34
12463,46,36,18,14,41,16,39
12462,13,42,17,48,07,49,30
12461,18,35,21,01,39,33,11
12460,17,23,26,30,14,20,12
12459,04,47,39,36,37,30,02
12458,31,32,02,34,39,48,26
12457,26,19,36,40,20,44,04
12456,07,16,21,23,30,41,12
12455,03,17,34,10,25,46,22
12454,38,33,18,26,19,45,23
12453,21,03,33,25,01,11,16
12452,16,32,48,05,31,08,37
12451,24,36,29,04,13,35,27
12450,01,08,19,33,03,06,49
12449,28,42,17,43,46,27,44
12448,01,49,31,20,21,03,19
12447,23,16,03,42,08,20,19
12446,32,25,36,15,37,20,27
12445,07,39,47,35,12,21,45
12444,27,20,22,05,44,15,07
12443,49,27,45,43,21,07,24
12442,08,30,06,18,41,09,44
12441,46,32,24,36,17,07,23
12440,16,43,24,05,32,22,26
12439,05,27,13,03,33,26,23
12438,34,30,39,42,48,43,44
12437,24,32,28,36,01,03,05
12436,36,48,27,07,29,40,03
12435,44,33,05,48,03,21,19
12434,03,41,11,36,45,19,10
12433,11,45,06,24,27,16,35
12432,30,13,47,32,05,02,35
12431,25,14,24,39,30,47,49
12430,46,04,30,28,08,07,33
12429,17,39,21,12,41,03,07
12428,01,49,19,30,28,43,17
12427,40,13,38,47,16,10,20
12426,17,39,47,12,09,16,22
12425,03,48,17,41,01,19,28
12424,46,49,48,13,36,30,40
12423,26,30,01,11,09,22,21
12422,36,34,17,10,12,48,08
12421,39,31,15,28,09,05,26
12420,35,43,25,10,34,42,11
12419,08,05,43,07,30,13,17
12418,04,06,28,31,11,49,43
12417,44,46,25,12,39,05,32
12416,19,34,23,01,13,40,22
12415,28,16,29,22,41,32,12
12414,35,33,04,19,13,24,21
12413,08,28,14,02,13,27,32
12412,24,26,18,31,29,28,32
12411,31,29,30,20,49,17,13
12410,03,10,41,20,34,13,06
12409,06,39,31,17,12,24,29
12408,40,43,07,23,20,19,22
12407,01,13,40,25,49,12,07
12406,46,33,19,15,02,21,49
12405,23,41,47,01,16,06,03
12404,20,46,12,21,04,47,15
12403,22,09,01,15,30,10,20
12402,05,12,15,37,44,40,07
12401,02,07,05,38,03,22,04
12400,10,42,03,32,23,30,21
12399,10,13,12,20,04,08,07
12398,03,09,32,36,45,06,46
12397,39,13,48,33,08,30,22
12396,07,18,19,20,01,46,12
12395,23,27,40,11,18,43,39
12394,13,34,48,05,10,04,03
12393,05,21,33,37,04,44,01
12392,27,39,03,47,01,45,21
12391,23,02,29,35,36,34,04
12390,04,17,32,45,28,23,14
12389,35,49,34,12,09,05,07
12388,43,27,31,13,44,23,41
12387,33,30,09,38,31,01,37
12386,18,16,45,43,49,33,30
12385,11,32,34,40,41,46,03
12384,18,05,38,10,21,42,14
12383,05,33,40,16,31,24,44
12382,08,11,19,29,09,26,30
12381,40,43,01,20,04,07,36
12380,42,19,31,38,33,08,26
12379,33,43,16,21,02,15,04
12378,10,43,32,34,19,23,47
12377,05,21,27,38,34,04,44
12376,43,30,21,32,41,34,38
12375,07,09,47,16,24,49,12
12374,23,42,28,41,05,29,36
12373,30,35,22,11,48,49,40
12372,10,06,44,14,01,11,09
12371,10,04,27,25,44,06,41
12370,31,05,12,38,22,39,14
12369,46,43,38,17,04,27,37
12368,12,25,03,49,37,17,11
12367,15,41,10,28,35,45,24
12366,31,38,21,49,14,39,06
12365,05,38,43,40,39,01,32
12364,16,32,25,28,41,22,10
12363,39,26,47,24,45,40,31
12362,33,48,47,36,22,39,41
12361,21,34,11,48,33,40,18
12360,11,06,27,02,29,34,04
12359,39,18,06,16,19,08,09
12358,28,03,18,47,30,29,07
12357,17,08,30,33,47,44,40
12356,03,49,12,30,22,33,37
12355,04,49,27,42,20,43,09
12354,07,48,41,25,06,24,40
12353,39,48,36,10,31,04,09
12352,34,44,48,10,26,24,38
12351,41,49,14,39,16,15,25
12350,03,12,13,17,24,38,29
12349,36,35,05,42,08,44,27
12348,43,46,27,02,25,45,18
12347,10,36,01,03,11,14,38
12346,28,38,39,02,41,46,35
12345,38,26,16,24,15,46,02
12344,08,17,23,35,28,48,06
12343,21,01,48,27,09,06,34
12342,30,48,03,10,45,06,27
12341,30,23,25,24,40,21,45
